,state,democrat,republican,totalVoter1976.2016,target,MapDate,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
1101,DC,2129296,236622,2365918,Blue,20170321,0,60.21,60.21,6.62,0,0,3/21/2017,3/27/2017,1
1102,DC,2129296,236622,2365918,Blue,20170314,0,60.21,60.21,60.21,0,0,3/14/2017,3/20/2017,1
1103,DC,2129296,236622,2365918,Blue,20170307,0,60.21,60.21,60.21,0,0,7/3/2017,3/13/2017,1
1104,DC,2129296,236622,2365918,Blue,20170404,0,60.21,60.21,0,0,0,4/4/2017,10/4/2017,1
1105,DC,2129296,236622,2365918,Blue,20181030,60.21,0,0,0,0,0,10/30/2018,5/11/2018,1
1106,DC,2129296,236622,2365918,Blue,20181023,60.21,0,0,0,0,0,10/23/2018,10/29/2018,1
1107,DC,2129296,236622,2365918,Blue,20181016,60.21,0,0,0,0,0,10/16/2018,10/22/2018,1
1108,DC,2129296,236622,2365918,Blue,20181009,60.21,0,0,0,0,0,9/10/2018,10/15/2018,1
1109,DC,2129296,236622,2365918,Blue,20181002,60.21,0,0,0,0,0,2/10/2018,8/10/2018,1
1110,DC,2129296,236622,2365918,Blue,20170228,0,60.21,60.21,60.21,0,0,2/28/2017,6/3/2017,1
1111,DC,2129296,236622,2365918,Blue,20170221,0,60.21,60.21,0,0,0,2/21/2017,2/27/2017,1
1112,DC,2129296,236622,2365918,Blue,20170214,0,60.21,60.21,0,0,0,2/14/2017,2/20/2017,1
1113,DC,2129296,236622,2365918,Blue,20170207,0,60.21,60.21,0,0,0,7/2/2017,2/13/2017,1
1114,DC,2129296,236622,2365918,Blue,20170131,0,60.21,60.21,0,0,0,1/31/2017,6/2/2017,1
1115,DC,2129296,236622,2365918,Blue,20170124,0,60.21,60.21,0,0,0,1/24/2017,1/30/2017,1
1116,DC,2129296,236622,2365918,Blue,20170117,0,60.21,60.21,0,0,0,1/17/2017,1/23/2017,1
1117,DC,2129296,236622,2365918,Blue,20170110,0,60.21,60.21,0,0,0,10/1/2017,1/16/2017,1
1118,DC,2129296,236622,2365918,Blue,20170103,0,60.21,60.21,0,0,0,3/1/2017,9/1/2017,1
1119,DC,2129296,236622,2365918,Blue,20161227,0,60.21,60.21,0,0,0,12/27/2016,2/1/2017,1
1120,DC,2129296,236622,2365918,Blue,20161220,0,60.21,60.21,0,0,0,12/20/2016,12/26/2016,1
1121,DC,2129296,236622,2365918,Blue,20161213,0,60.21,60.21,0,0,0,12/13/2016,12/19/2016,1
1122,DC,2129296,236622,2365918,Blue,20161206,0,60.21,60.21,0,0,0,6/12/2016,12/12/2016,1
1123,DC,2129296,236622,2365918,Blue,20161129,0,60.21,60.21,0,0,0,11/29/2016,5/12/2016,1
1124,DC,2129296,236622,2365918,Blue,20161122,0,60.21,60.21,0,0,0,11/22/2016,11/28/2016,1
1125,DC,2129296,236622,2365918,Blue,20161115,0,60.21,35.79,0,0,0,11/15/2016,11/21/2016,1
1126,DC,2129296,236622,2365918,Blue,20161108,15.19,45.02,0,0,0,0,8/11/2016,11/14/2016,1
1127,DC,2129296,236622,2365918,Blue,20161101,7.7,52.51,0,0,0,0,1/11/2016,7/11/2016,1
1128,DC,2129296,236622,2365918,Blue,20161025,60.21,0,0,0,0,0,10/25/2016,10/31/2016,1
1129,DC,2129296,236622,2365918,Blue,20161018,60.21,0,0,0,0,0,10/18/2016,10/24/2016,1
1130,DC,2129296,236622,2365918,Blue,20161011,60.21,0,0,0,0,0,11/10/2016,10/17/2016,1
1131,DC,2129296,236622,2365918,Blue,20161004,60.21,0,0,0,0,0,4/10/2016,10/10/2016,1
1132,DC,2129296,236622,2365918,Blue,20160927,0,60.21,0,0,0,0,9/27/2016,3/10/2016,1
1133,DC,2129296,236622,2365918,Blue,20160920,60.21,0,0,0,0,0,9/20/2016,9/26/2016,1
1134,DC,2129296,236622,2365918,Blue,20160913,43.44,16.76,0,0,0,0,9/13/2016,9/19/2016,1
1135,DC,2129296,236622,2365918,Blue,20160906,60.21,0,0,0,0,0,6/9/2016,12/9/2016,1
1136,DC,2129296,236622,2365918,Blue,20160830,60.21,0,0,0,0,0,8/30/2016,5/9/2016,1
1137,DC,2129296,236622,2365918,Blue,20160823,60.21,0,0,0,0,0,8/23/2016,8/29/2016,1
1138,DC,2129296,236622,2365918,Blue,20160816,60.21,0,0,0,0,0,8/16/2016,8/22/2016,1
1139,DC,2129296,236622,2365918,Blue,20160809,60.21,0,0,0,0,0,9/8/2016,8/15/2016,1
1140,DC,2129296,236622,2365918,Blue,20181204,60.21,0,0,0,0,0,4/12/2018,10/12/2018,1
1141,DC,2129296,236622,2365918,Blue,20181127,60.21,0,0,0,0,0,11/27/2018,3/12/2018,1
1142,DC,2129296,236622,2365918,Blue,20181120,60.21,0,0,0,0,0,11/20/2018,11/26/2018,1
1143,DC,2129296,236622,2365918,Blue,20181113,60.21,0,0,0,0,0,11/13/2018,11/19/2018,1
1144,DC,2129296,236622,2365918,Blue,20181106,60.21,0,0,0,0,0,6/11/2018,12/11/2018,1
1145,DC,2129296,236622,2365918,Blue,20180116,0,60.21,60.21,0,0,0,1/16/2018,1/22/2018,1
1146,DC,2129296,236622,2365918,Blue,20180109,0,60.21,60.21,0,0,0,9/1/2018,1/15/2018,1
1147,DC,2129296,236622,2365918,Blue,20180102,0,60.21,60.21,0,0,0,2/1/2018,8/1/2018,1
1148,DC,2129296,236622,2365918,Blue,20171226,0,60.21,60.21,0,0,0,12/26/2017,1/1/2018,1
1149,DC,2129296,236622,2365918,Blue,20171219,0,60.21,60.21,0,0,0,12/19/2017,12/25/2017,1
1150,DC,2129296,236622,2365918,Blue,20171212,0,60.21,60.21,0,0,0,12/12/2017,12/18/2017,1
1151,DC,2129296,236622,2365918,Blue,20171205,0,60.21,60.21,0,0,0,5/12/2017,11/12/2017,1
1152,DC,2129296,236622,2365918,Blue,20171128,0,60.21,0,0,0,0,11/28/2017,4/12/2017,1
1153,DC,2129296,236622,2365918,Blue,20171121,0,60.21,0,0,0,0,11/21/2017,11/27/2017,1
1154,DC,2129296,236622,2365918,Blue,20171114,0,60.21,0,0,0,0,11/14/2017,11/20/2017,1
1155,DC,2129296,236622,2365918,Blue,20171107,0,60.21,0,0,0,0,7/11/2017,11/13/2017,1
1156,DC,2129296,236622,2365918,Blue,20171031,0,60.21,0,0,0,0,10/31/2017,6/11/2017,1
1157,DC,2129296,236622,2365918,Blue,20171024,0,60.21,0,0,0,0,10/24/2017,10/30/2017,1
1158,DC,2129296,236622,2365918,Blue,20171017,60.21,0,0,0,0,0,10/17/2017,10/23/2017,1
1159,DC,2129296,236622,2365918,Blue,20171010,60.21,0,0,0,0,0,10/10/2017,10/16/2017,1
1160,DC,2129296,236622,2365918,Blue,20171003,60.21,0,0,0,0,0,3/10/2017,9/10/2017,1
1161,DC,2129296,236622,2365918,Blue,20170926,60.21,0,0,0,0,0,9/26/2017,2/10/2017,1
1162,DC,2129296,236622,2365918,Blue,20170919,60.21,0,0,0,0,0,9/19/2017,9/25/2017,1
1163,DC,2129296,236622,2365918,Blue,20170912,60.21,0,0,0,0,0,12/9/2017,9/18/2017,1
1164,DC,2129296,236622,2365918,Blue,20170905,60.21,0,0,0,0,0,5/9/2017,11/9/2017,1
1165,DC,2129296,236622,2365918,Blue,20170829,60.21,0,0,0,0,0,8/29/2017,4/9/2017,1
1166,DC,2129296,236622,2365918,Blue,20170822,60.21,0,0,0,0,0,8/22/2017,8/28/2017,1
1167,DC,2129296,236622,2365918,Blue,20170815,60.21,0,0,0,0,0,8/15/2017,8/21/2017,1
1168,DC,2129296,236622,2365918,Blue,20170808,60.21,0,0,0,0,0,8/8/2017,8/14/2017,1
1169,DC,2129296,236622,2365918,Blue,20170801,60.21,0,0,0,0,0,1/8/2017,7/8/2017,1
1170,DC,2129296,236622,2365918,Blue,20170725,60.21,0,0,0,0,0,7/25/2017,7/31/2017,1
1171,DC,2129296,236622,2365918,Blue,20170718,11.77,48.44,0,0,0,0,7/18/2017,7/24/2017,1
1172,DC,2129296,236622,2365918,Blue,20170711,12.03,48.18,0,0,0,0,11/7/2017,7/17/2017,1
1173,DC,2129296,236622,2365918,Blue,20170704,0,60.21,0,0,0,0,4/7/2017,10/7/2017,1
1174,DC,2129296,236622,2365918,Blue,20170627,0,60.21,0,0,0,0,6/27/2017,3/7/2017,1
1175,DC,2129296,236622,2365918,Blue,20170620,60.21,0,0,0,0,0,6/20/2017,6/26/2017,1
1176,DC,2129296,236622,2365918,Blue,20170613,60.21,0,0,0,0,0,6/13/2017,6/19/2017,1
1177,DC,2129296,236622,2365918,Blue,20170606,60.21,0,0,0,0,0,6/6/2017,12/6/2017,1
1178,DC,2129296,236622,2365918,Blue,20170530,60.21,0,0,0,0,0,5/30/2017,5/6/2017,1
1179,DC,2129296,236622,2365918,Blue,20170523,60.21,0,0,0,0,0,5/23/2017,5/29/2017,1
1180,DC,2129296,236622,2365918,Blue,20170516,60.21,0,0,0,0,0,5/16/2017,5/22/2017,1
1181,DC,2129296,236622,2365918,Blue,20170509,0,60.21,0,0,0,0,9/5/2017,5/15/2017,1
1182,DC,2129296,236622,2365918,Blue,20170502,0,60.21,60.21,0,0,0,2/5/2017,8/5/2017,1
1183,DC,2129296,236622,2365918,Blue,20170425,0,60.21,60.21,0,0,0,4/25/2017,1/5/2017,1
1184,DC,2129296,236622,2365918,Blue,20170418,0,60.21,60.21,0,0,0,4/18/2017,4/24/2017,1
1185,DC,2129296,236622,2365918,Blue,20170411,0,60.21,60.21,0,0,0,11/4/2017,4/17/2017,1
1186,DC,2129296,236622,2365918,Blue,20190806,60.21,0,0,0,0,0,6/8/2019,12/8/2019,1
1187,DC,2129296,236622,2365918,Blue,20190730,60.21,0,0,0,0,0,7/30/2019,5/8/2019,1
1188,DC,2129296,236622,2365918,Blue,20190723,60.21,0,0,0,0,0,7/23/2019,7/29/2019,1
1189,DC,2129296,236622,2365918,Blue,20190716,60.21,0,0,0,0,0,7/16/2019,7/22/2019,1
1190,DC,2129296,236622,2365918,Blue,20190709,60.21,0,0,0,0,0,9/7/2019,7/15/2019,1
1191,DC,2129296,236622,2365918,Blue,20190702,60.21,0,0,0,0,0,2/7/2019,8/7/2019,1
1192,DC,2129296,236622,2365918,Blue,20190625,60.21,0,0,0,0,0,6/25/2019,1/7/2019,1
1193,DC,2129296,236622,2365918,Blue,20190618,60.21,0,0,0,0,0,6/18/2019,6/24/2019,1
1194,DC,2129296,236622,2365918,Blue,20190611,60.21,0,0,0,0,0,11/6/2019,6/17/2019,1
1195,DC,2129296,236622,2365918,Blue,20190604,60.21,0,0,0,0,0,4/6/2019,10/6/2019,1
1196,DC,2129296,236622,2365918,Blue,20190528,60.21,0,0,0,0,0,5/28/2019,3/6/2019,1
1197,DC,2129296,236622,2365918,Blue,20190521,60.21,0,0,0,0,0,5/21/2019,5/27/2019,1
1198,DC,2129296,236622,2365918,Blue,20190514,60.21,0,0,0,0,0,5/14/2019,5/20/2019,1
1199,DC,2129296,236622,2365918,Blue,20190507,60.21,0,0,0,0,0,7/5/2019,5/13/2019,1
1200,DC,2129296,236622,2365918,Blue,20190430,60.21,0,0,0,0,0,4/30/2019,6/5/2019,1
1201,DC,2129296,236622,2365918,Blue,20190423,60.21,0,0,0,0,0,4/23/2019,4/29/2019,1
1202,DC,2129296,236622,2365918,Blue,20190416,60.21,0,0,0,0,0,4/16/2019,4/22/2019,1
1203,DC,2129296,236622,2365918,Blue,20190409,60.21,0,0,0,0,0,9/4/2019,4/15/2019,1
1204,DC,2129296,236622,2365918,Blue,20190402,60.21,0,0,0,0,0,2/4/2019,8/4/2019,1
1205,DC,2129296,236622,2365918,Blue,20190326,60.21,0,0,0,0,0,3/26/2019,1/4/2019,1
1206,DC,2129296,236622,2365918,Blue,20190319,60.21,0,0,0,0,0,3/19/2019,3/25/2019,1
1207,DC,2129296,236622,2365918,Blue,20190312,60.21,0,0,0,0,0,12/3/2019,3/18/2019,1
1208,DC,2129296,236622,2365918,Blue,20190305,60.21,0,0,0,0,0,5/3/2019,11/3/2019,1
1209,DC,2129296,236622,2365918,Blue,20190226,60.21,0,0,0,0,0,2/26/2019,4/3/2019,1
1210,DC,2129296,236622,2365918,Blue,20190219,60.21,0,0,0,0,0,2/19/2019,2/25/2019,1
1211,DC,2129296,236622,2365918,Blue,20190212,60.21,0,0,0,0,0,12/2/2019,2/18/2019,1
1212,DC,2129296,236622,2365918,Blue,20190205,60.21,0,0,0,0,0,5/2/2019,11/2/2019,1
1213,DC,2129296,236622,2365918,Blue,20190129,60.21,0,0,0,0,0,1/29/2019,4/2/2019,1
1214,DC,2129296,236622,2365918,Blue,20190122,60.21,0,0,0,0,0,1/22/2019,1/28/2019,1
1215,DC,2129296,236622,2365918,Blue,20190115,60.21,0,0,0,0,0,1/15/2019,1/21/2019,1
1216,DC,2129296,236622,2365918,Blue,20190108,60.21,0,0,0,0,0,8/1/2019,1/14/2019,1
1217,DC,2129296,236622,2365918,Blue,20190101,60.21,0,0,0,0,0,1/1/2019,7/1/2019,1
1218,DC,2129296,236622,2365918,Blue,20181225,60.21,0,0,0,0,0,12/25/2018,12/31/2018,1
1219,DC,2129296,236622,2365918,Blue,20181218,60.21,0,0,0,0,0,12/18/2018,12/24/2018,1
1220,DC,2129296,236622,2365918,Blue,20181211,60.21,0,0,0,0,0,11/12/2018,12/17/2018,1
1221,DC,2129296,236622,2365918,Blue,20180227,0,60.21,60.2,0,0,0,2/27/2018,5/3/2018,1
1222,DC,2129296,236622,2365918,Blue,20180220,0,60.21,60.2,0,0,0,2/20/2018,2/26/2018,1
1223,DC,2129296,236622,2365918,Blue,20180213,0,60.21,60.21,0,0,0,2/13/2018,2/19/2018,1
1224,DC,2129296,236622,2365918,Blue,20180206,0,60.21,60.21,60.21,0,0,6/2/2018,12/2/2018,1
1225,DC,2129296,236622,2365918,Blue,20180130,0,60.21,60.21,60.21,0,0,1/30/2018,5/2/2018,1
1226,DC,2129296,236622,2365918,Blue,20180123,0,60.21,60.21,0,0,0,1/23/2018,1/29/2018,1
1227,DC,2129296,236622,2365918,Blue,20180724,60.21,0,0,0,0,0,7/24/2018,7/30/2018,1
1228,DC,2129296,236622,2365918,Blue,20180717,0,60.21,0,0,0,0,7/17/2018,7/23/2018,1
1229,DC,2129296,236622,2365918,Blue,20180710,60.21,0,0,0,0,0,10/7/2018,7/16/2018,1
1230,DC,2129296,236622,2365918,Blue,20180703,60.21,0,0,0,0,0,3/7/2018,9/7/2018,1
1231,DC,2129296,236622,2365918,Blue,20180925,60.21,0,0,0,0,0,9/25/2018,1/10/2018,1
1232,DC,2129296,236622,2365918,Blue,20180918,60.21,0,0,0,0,0,9/18/2018,9/24/2018,1
1233,DC,2129296,236622,2365918,Blue,20180911,60.21,0,0,0,0,0,11/9/2018,9/17/2018,1
1234,DC,2129296,236622,2365918,Blue,20180904,60.21,0,0,0,0,0,4/9/2018,10/9/2018,1
1235,DC,2129296,236622,2365918,Blue,20180828,60.21,0,0,0,0,0,8/28/2018,3/9/2018,1
1236,DC,2129296,236622,2365918,Blue,20180821,60.21,0,0,0,0,0,8/21/2018,8/27/2018,1
1237,DC,2129296,236622,2365918,Blue,20180814,60.21,0,0,0,0,0,8/14/2018,8/20/2018,1
1238,DC,2129296,236622,2365918,Blue,20180807,60.21,0,0,0,0,0,7/8/2018,8/13/2018,1
1239,DC,2129296,236622,2365918,Blue,20180731,60.21,0,0,0,0,0,7/31/2018,6/8/2018,1
1240,DC,2129296,236622,2365918,Blue,20180424,0,60.21,44.7,0,0,0,4/24/2018,4/30/2018,1
1241,DC,2129296,236622,2365918,Blue,20180417,0,60.21,44.7,0,0,0,4/17/2018,4/23/2018,1
1242,DC,2129296,236622,2365918,Blue,20180410,0,60.21,60.21,0,0,0,10/4/2018,4/16/2018,1
1243,DC,2129296,236622,2365918,Blue,20180403,0,60.21,60.21,0,0,0,3/4/2018,9/4/2018,1
1244,DC,2129296,236622,2365918,Blue,20180626,60.21,0,0,0,0,0,6/26/2018,2/7/2018,1
1245,DC,2129296,236622,2365918,Blue,20180619,60.21,0,0,0,0,0,6/19/2018,6/25/2018,1
1246,DC,2129296,236622,2365918,Blue,20180612,60.21,0,0,0,0,0,12/6/2018,6/18/2018,1
1247,DC,2129296,236622,2365918,Blue,20180605,60.21,0,0,0,0,0,5/6/2018,11/6/2018,1
1248,DC,2129296,236622,2365918,Blue,20180529,60.21,0,0,0,0,0,5/29/2018,4/6/2018,1
1249,DC,2129296,236622,2365918,Blue,20180522,60.21,0,0,0,0,0,5/22/2018,5/28/2018,1
1250,DC,2129296,236622,2365918,Blue,20180515,28.26,31.95,0,0,0,0,5/15/2018,5/21/2018,1
1251,DC,2129296,236622,2365918,Blue,20180508,0,60.21,0,0,0,0,8/5/2018,5/14/2018,1
1252,DC,2129296,236622,2365918,Blue,20180501,0,60.21,0,0,0,0,1/5/2018,7/5/2018,1
1253,DC,2129296,236622,2365918,Blue,20180327,0,60.21,60.21,0,0,0,3/27/2018,2/4/2018,1
1254,DC,2129296,236622,2365918,Blue,20180320,0,60.21,60.2,0,0,0,3/20/2018,3/26/2018,1
1255,DC,2129296,236622,2365918,Blue,20180313,0,60.21,60.2,0,0,0,3/13/2018,3/19/2018,1
1256,DC,2129296,236622,2365918,Blue,20180306,0,60.21,60.2,0,0,0,6/3/2018,12/3/2018,1
1257,DE,1818793,1526169,3344962,Blue,20190625,2049.97,0,0,0,0,0,6/25/2019,1/7/2019,1
1258,DE,1818793,1526169,3344962,Blue,20190618,2049.97,0,0,0,0,0,6/18/2019,6/24/2019,1
1259,DE,1818793,1526169,3344962,Blue,20190611,2049.97,0,0,0,0,0,11/6/2019,6/17/2019,1
1260,DE,1818793,1526169,3344962,Blue,20190604,2049.97,0,0,0,0,0,4/6/2019,10/6/2019,1
1261,DE,1818793,1526169,3344962,Blue,20190806,2049.97,0,0,0,0,0,6/8/2019,12/8/2019,1
1262,DE,1818793,1526169,3344962,Blue,20190730,2049.97,0,0,0,0,0,7/30/2019,5/8/2019,1
1263,DE,1818793,1526169,3344962,Blue,20190723,2049.97,0,0,0,0,0,7/23/2019,7/29/2019,1
1264,DE,1818793,1526169,3344962,Blue,20190716,2049.97,0,0,0,0,0,7/16/2019,7/22/2019,1
1265,DE,1818793,1526169,3344962,Blue,20190709,2049.97,0,0,0,0,0,9/7/2019,7/15/2019,1
1266,DE,1818793,1526169,3344962,Blue,20190702,2049.97,0,0,0,0,0,2/7/2019,8/7/2019,1
1267,DE,1818793,1526169,3344962,Blue,20180918,2049.97,0,0,0,0,0,9/18/2018,9/24/2018,1
1268,DE,1818793,1526169,3344962,Blue,20180911,2049.97,0,0,0,0,0,11/9/2018,9/17/2018,1
1269,DE,1818793,1526169,3344962,Blue,20180904,2049.97,0,0,0,0,0,4/9/2018,10/9/2018,1
1270,DE,1818793,1526169,3344962,Blue,20180828,2049.97,0,0,0,0,0,8/28/2018,3/9/2018,1
1271,DE,1818793,1526169,3344962,Blue,20180821,2049.97,0,0,0,0,0,8/21/2018,8/27/2018,1
1272,DE,1818793,1526169,3344962,Blue,20180814,2049.97,0,0,0,0,0,8/14/2018,8/20/2018,1
1273,DE,1818793,1526169,3344962,Blue,20180807,2049.97,0,0,0,0,0,7/8/2018,8/13/2018,1
1274,DE,1818793,1526169,3344962,Blue,20180731,2049.97,0,0,0,0,0,7/31/2018,6/8/2018,1
1275,DE,1818793,1526169,3344962,Blue,20180724,1917.95,132.01,0,0,0,0,7/24/2018,7/30/2018,1
1276,DE,1818793,1526169,3344962,Blue,20180717,489.04,1560.92,0,0,0,0,7/17/2018,7/23/2018,1
1277,DE,1818793,1526169,3344962,Blue,20180710,2049.97,0,0,0,0,0,10/7/2018,7/16/2018,1
1278,DE,1818793,1526169,3344962,Blue,20180703,2049.97,0,0,0,0,0,3/7/2018,9/7/2018,1
1279,DE,1818793,1526169,3344962,Blue,20180626,2049.97,0,0,0,0,0,6/26/2018,2/7/2018,1
1280,DE,1818793,1526169,3344962,Blue,20180619,2049.97,0,0,0,0,0,6/19/2018,6/25/2018,1
1281,DE,1818793,1526169,3344962,Blue,20180612,2049.97,0,0,0,0,0,12/6/2018,6/18/2018,1
1282,DE,1818793,1526169,3344962,Blue,20180605,2049.97,0,0,0,0,0,5/6/2018,11/6/2018,1
1283,DE,1818793,1526169,3344962,Blue,20180529,2049.97,0,0,0,0,0,5/29/2018,4/6/2018,1
1284,DE,1818793,1526169,3344962,Blue,20180522,2049.97,0,0,0,0,0,5/22/2018,5/28/2018,1
1285,DE,1818793,1526169,3344962,Blue,20180515,2049.97,0,0,0,0,0,5/15/2018,5/21/2018,1
1286,DE,1818793,1526169,3344962,Blue,20180508,1941.4,108.56,0,0,0,0,8/5/2018,5/14/2018,1
1287,DE,1818793,1526169,3344962,Blue,20180501,1941.39,108.58,0,0,0,0,1/5/2018,7/5/2018,1
1288,DE,1818793,1526169,3344962,Blue,20180424,1721.02,328.95,0,0,0,0,4/24/2018,4/30/2018,1
1289,DE,1818793,1526169,3344962,Blue,20180417,1721,328.96,0,0,0,0,4/17/2018,4/23/2018,1
1290,DE,1818793,1526169,3344962,Blue,20180410,1710.69,339.28,0,0,0,0,10/4/2018,4/16/2018,1
1291,DE,1818793,1526169,3344962,Blue,20180403,1927.22,122.74,0,0,0,0,3/4/2018,9/4/2018,1
1292,DE,1818793,1526169,3344962,Blue,20180327,1927.21,122.75,0,0,0,0,3/27/2018,2/4/2018,1
1293,DE,1818793,1526169,3344962,Blue,20180320,1927.21,122.75,0,0,0,0,3/20/2018,3/26/2018,1
1294,DE,1818793,1526169,3344962,Blue,20180313,1927.21,122.75,0,0,0,0,3/13/2018,3/19/2018,1
1295,DE,1818793,1526169,3344962,Blue,20180306,1927.21,122.75,0,0,0,0,6/3/2018,12/3/2018,1
1296,DE,1818793,1526169,3344962,Blue,20180227,1927.2,122.76,0,0,0,0,2/27/2018,5/3/2018,1
1297,DE,1818793,1526169,3344962,Blue,20180220,1927.21,122.75,0,0,0,0,2/20/2018,2/26/2018,1
1298,DE,1818793,1526169,3344962,Blue,20180213,1927.2,122.76,0,0,0,0,2/13/2018,2/19/2018,1
1299,DE,1818793,1526169,3344962,Blue,20180206,1597.28,452.69,0,0,0,0,6/2/2018,12/2/2018,1
1300,DE,1818793,1526169,3344962,Blue,20180130,830.48,1219.49,0,0,0,0,1/30/2018,5/2/2018,1
1301,DE,1818793,1526169,3344962,Blue,20180123,830.48,1219.49,0,0,0,0,1/23/2018,1/29/2018,1
1302,DE,1818793,1526169,3344962,Blue,20180116,830.48,1219.49,0,0,0,0,1/16/2018,1/22/2018,1
1303,DE,1818793,1526169,3344962,Blue,20180109,832.98,1216.99,0,0,0,0,9/1/2018,1/15/2018,1
1304,DE,1818793,1526169,3344962,Blue,20180102,832.98,1216.99,0,0,0,0,2/1/2018,8/1/2018,1
1305,DE,1818793,1526169,3344962,Blue,20171226,1802.63,247.34,0,0,0,0,12/26/2017,1/1/2018,1
1306,DE,1818793,1526169,3344962,Blue,20171219,1802.63,247.34,0,0,0,0,12/19/2017,12/25/2017,1
1307,DE,1818793,1526169,3344962,Blue,20171212,1819.71,230.26,0,0,0,0,12/12/2017,12/18/2017,1
1308,DE,1818793,1526169,3344962,Blue,20171205,1950.82,99.14,0,0,0,0,5/12/2017,11/12/2017,1
1309,DE,1818793,1526169,3344962,Blue,20171128,2049.97,0,0,0,0,0,11/28/2017,4/12/2017,1
1310,DE,1818793,1526169,3344962,Blue,20171121,2049.97,0,0,0,0,0,11/21/2017,11/27/2017,1
1311,DE,1818793,1526169,3344962,Blue,20171114,2049.97,0,0,0,0,0,11/14/2017,11/20/2017,1
1312,DE,1818793,1526169,3344962,Blue,20171107,2049.97,0,0,0,0,0,7/11/2017,11/13/2017,1
1313,DE,1818793,1526169,3344962,Blue,20171031,2049.97,0,0,0,0,0,10/31/2017,6/11/2017,1
1314,DE,1818793,1526169,3344962,Blue,20171024,294.47,1755.5,0,0,0,0,10/24/2017,10/30/2017,1
1315,DE,1818793,1526169,3344962,Blue,20171017,685.7,1364.27,0,0,0,0,10/17/2017,10/23/2017,1
1316,DE,1818793,1526169,3344962,Blue,20171010,685.7,1364.27,0,0,0,0,10/10/2017,10/16/2017,1
1317,DE,1818793,1526169,3344962,Blue,20171003,2049.83,0.13,0,0,0,0,3/10/2017,9/10/2017,1
1318,DE,1818793,1526169,3344962,Blue,20170926,2049.97,0,0,0,0,0,9/26/2017,2/10/2017,1
1319,DE,1818793,1526169,3344962,Blue,20170919,2049.97,0,0,0,0,0,9/19/2017,9/25/2017,1
1320,DE,1818793,1526169,3344962,Blue,20170912,2049.97,0,0,0,0,0,12/9/2017,9/18/2017,1
1321,DE,1818793,1526169,3344962,Blue,20170905,2049.97,0,0,0,0,0,5/9/2017,11/9/2017,1
1322,DE,1818793,1526169,3344962,Blue,20170829,2049.97,0,0,0,0,0,8/29/2017,4/9/2017,1
1323,DE,1818793,1526169,3344962,Blue,20170822,2049.97,0,0,0,0,0,8/22/2017,8/28/2017,1
1324,DE,1818793,1526169,3344962,Blue,20170815,2049.97,0,0,0,0,0,8/15/2017,8/21/2017,1
1325,DE,1818793,1526169,3344962,Blue,20170808,2049.97,0,0,0,0,0,8/8/2017,8/14/2017,1
1326,DE,1818793,1526169,3344962,Blue,20170801,2049.97,0,0,0,0,0,1/8/2017,7/8/2017,1
1327,DE,1818793,1526169,3344962,Blue,20170725,2049.97,0,0,0,0,0,7/25/2017,7/31/2017,1
1328,DE,1818793,1526169,3344962,Blue,20170718,2049.97,0,0,0,0,0,7/18/2017,7/24/2017,1
1329,DE,1818793,1526169,3344962,Blue,20170711,1932.5,117.47,0,0,0,0,11/7/2017,7/17/2017,1
1330,DE,1818793,1526169,3344962,Blue,20170704,1674.14,375.83,0,0,0,0,4/7/2017,10/7/2017,1
1331,DE,1818793,1526169,3344962,Blue,20170627,2049.97,0,0,0,0,0,6/27/2017,3/7/2017,1
1332,DE,1818793,1526169,3344962,Blue,20170620,2049.97,0,0,0,0,0,6/20/2017,6/26/2017,1
1333,DE,1818793,1526169,3344962,Blue,20170613,2049.97,0,0,0,0,0,6/13/2017,6/19/2017,1
1334,DE,1818793,1526169,3344962,Blue,20170606,2049.97,0,0,0,0,0,6/6/2017,12/6/2017,1
1335,DE,1818793,1526169,3344962,Blue,20170530,2049.97,0,0,0,0,0,5/30/2017,5/6/2017,1
1336,DE,1818793,1526169,3344962,Blue,20170523,2049.97,0,0,0,0,0,5/23/2017,5/29/2017,1
1337,DE,1818793,1526169,3344962,Blue,20170516,2049.97,0,0,0,0,0,5/16/2017,5/22/2017,1
1338,DE,1818793,1526169,3344962,Blue,20170509,2049.97,0,0,0,0,0,9/5/2017,5/15/2017,1
1339,DE,1818793,1526169,3344962,Blue,20170502,2049.97,0,0,0,0,0,2/5/2017,8/5/2017,1
1340,DE,1818793,1526169,3344962,Blue,20170425,2049.97,0,0,0,0,0,4/25/2017,1/5/2017,1
1341,DE,1818793,1526169,3344962,Blue,20170418,2049.97,0,0,0,0,0,4/18/2017,4/24/2017,1
1342,DE,1818793,1526169,3344962,Blue,20170411,2049.97,0,0,0,0,0,11/4/2017,4/17/2017,1
1343,DE,1818793,1526169,3344962,Blue,20170404,2043.92,6.04,0,0,0,0,4/4/2017,10/4/2017,1
1344,DE,1818793,1526169,3344962,Blue,20170328,1897,152.96,0,0,0,0,3/28/2017,3/4/2017,1
1345,DE,1818793,1526169,3344962,Blue,20170321,1897,152.96,0,0,0,0,3/21/2017,3/27/2017,1
1346,DE,1818793,1526169,3344962,Blue,20170314,0.32,2049.65,0,0,0,0,3/14/2017,3/20/2017,1
